140;246;16;138;R246G16B138;x;
141;53;105;51;R53G105B51;x;
142;221;63;235;R221G63B235;x;
143;106;104;0;R106G104B0;x;
144;153;212;11;R153G212B11;x;
145;86;108;65;R86G108B65;x;
146;146;36;202;R146G36B202;x;
147;86;66;251;wp_barony_43;x;
148;222;149;223;R222G149B223;x;
149;216;55;64;R216G55B64;x;
150;223;79;178;R223G79B178;x;
151;16;232;173;R16G232B173;x;
152;57;203;18;R57G203B18;x;
153;240;111;69;R240G111B69;x;
154;55;165;225;R55G165B225;x;
155;174;121;211;R174G121B211;x;
156;174;93;200;limgrave_barony_75;x;
157;123;45;219;R123G45B219;x;
158;116;104;252;R116G104B252;x;
159;160;128;54;limgrave_barony_133;x;
160;243;9;88;R243G9B88;x;
161;246;208;119;R246G208B119;x;
162;89;89;255;R89G89B255;x;
163;83;160;174;R83G160B174;x;
164;18;108;0;R18G108B0;x;
165;189;108;128;R189G108B128;x;
166;20;246;123;R20G246B123;x;
167;21;235;17;R21G235B17;x;
168;246;207;3;R246G207B3;x;
169;190;9;234;R190G9B234;x;
170;120;70;240;wp_barony_20;x;
171;171;87;96;R171G87B96;x;
172;179;57;91;limgrave_barony_115;x;
173;206;119;122;R206G119B122;x;
174;142;24;120;R142G24B120;x;
175;206;240;16;R206G240B16;x;
176;15;126;11;R15G126B11;x;
177;201;47;83;R201G47B83;x;
178;21;119;78;R21G119B78;x;
179;14;146;127;R14G146B127;x;
180;182;182;240;R182G182B240;x;
181;65;228;123;limgrave_barony_3;x;
182;241;232;101;R241G232B101;x;
183;248;201;248;R248G201B248;x;
184;96;173;164;R96G173B164;x;
185;66;101;96;R66G101B96;x;
186;181;176;231;R181G176B231;x;
187;249;92;189;R249G92B189;x;
188;248;114;33;R248G114B33;x;
189;157;98;124;R157G98B124;x;
190;144;19;255;R144G19B255;x;
191;29;135;215;R29G135B215;x;
192;118;65;50;R118G65B50;x;
193;194;227;12;R194G227B12;x;
194;241;148;79;R241G148B79;x;
195;27;204;30;R27G204B30;x;
196;73;5;173;R73G5B173;x;
197;188;242;188;R188G242B188;x;
198;35;109;123;R35G109B123;x;
199;98;251;88;R98G251B88;x;
200;36;242;133;limgrave_barony_102;x;
201;162;61;160;R162G61B160;x;
202;147;106;10;R147G106B10;x;
203;110;206;43;R110G206B43;x;
204;43;169;74;R43G169B74;x;
205;127;40;153;wp_barony_15;x;
206;221;154;131;R221G154B131;x;
207;1;230;4;R1G230B4;x;
208;190;237;157;R190G237B157;x;
209;100;222;116;R100G222B116;x;
210;21;38;200;R21G38B200;x;
211;159;34;126;limgrave_barony_97;x;
212;234;252;1;limgrave_barony_168;x;
213;187;192;236;R187G192B236;x;
214;21;151;246;limgrave_barony_151;x;
215;0;29;231;R0G29B231;x;
216;131;57;168;R131G57B168;x;
217;127;23;148;R127G23B148;x;
218;25;190;196;R25G190B196;x;
219;123;43;177;R123G43B177;x;
220;208;235;22;R208G235B22;x;
221;54;197;2;R54G197B2;x;
222;255;192;43;R255G192B43;x;
223;142;191;197;R142G191B197;x;
224;49;197;34;R49G197B34;x;
225;194;178;255;R194G178B255;x;
226;161;73;115;R161G73B115;x;
227;34;108;15;wp_barony_65;x;
228;67;140;55;limgrave_barony_180;x;
229;213;229;98;R213G229B98;x;
230;95;117;50;R95G117B50;x;
231;180;202;169;R180G202B169;x;
232;36;47;56;R36G47B56;x;
233;248;77;213;R248G77B213;x;
234;230;138;69;R230G138B69;x;
235;72;35;228;divinetower_limgrave_1;x;
236;142;40;204;R142G40B204;x;
237;119;44;199;R119G44B199;x;
238;89;197;159;R89G197B159;x;
239;43;98;183;R43G98B183;x;
240;140;183;226;R140G183B226;x;
241;91;228;154;R91G228B154;x;
242;82;52;197;R82G52B197;x;
243;195;118;26;R195G118B26;x;
244;139;250;79;R139G250B79;x;
245;72;18;2;R72G18B2;x;
246;163;173;104;R163G173B104;x;
247;63;139;74;R63G139B74;x;
248;164;11;250;R164G11B250;x;
249;90;66;7;R90G66B7;x;
250;243;77;127;R243G77B127;x;
251;43;96;181;R43G96B181;x;
252;241;204;96;R241G204B96;x;
253;249;153;31;R249G153B31;x;
254;122;240;210;R122G240B210;x;
255;84;86;114;R84G86B114;x;
256;194;115;182;R194G115B182;x;
257;149;32;85;R149G32B85;x;
258;55;219;95;divinetower_liurnia_1;x;
259;183;151;9;limgrave_barony_189;x;
260;214;225;84;R214G225B84;x;
261;215;184;246;R215G184B246;x;
262;192;246;252;R192G246B252;x;
263;170;67;112;R170G67B112;x;
264;190;44;167;R190G44B167;x;
265;178;39;196;R178G39B196;x;
266;190;172;102;R190G172B102;x;
267;177;228;84;R177G228B84;x;
268;55;200;203;R55G200B203;x;
269;39;130;89;R39G130B89;x;
270;143;116;230;R143G116B230;x;
271;32;67;25;R32G67B25;x;
272;249;224;167;R249G224B167;x;
273;27;131;8;R27G131B8;x;
274;82;186;39;R82G186B39;x;
275;113;196;151;R113G196B151;x;
276;32;195;151;R32G195B151;x;
277;196;99;162;R196G99B162;x;
278;243;243;239;limgrave_barony_104;x;
279;80;193;142;R80G193B142;x;
280;179;84;31;R179G84B31;x;
281;211;19;5;R211G19B5;x;
282;169;185;125;limgrave_barony_130;x;
283;101;72;227;R101G72B227;x;
284;89;105;214;R89G105B214;x;
285;144;87;173;R144G87B173;x;
286;2;23;1;R2G23B1;x;
287;240;88;175;limgrave_barony_125;x;
288;167;199;91;R167G199B91;x;
289;20;250;225;R20G250B225;x;
290;12;208;181;R12G208B181;x;
291;109;69;76;R109G69B76;x;
292;87;61;27;R87G61B27;x;
293;118;148;224;R118G148B224;x;
294;176;70;173;R176G70B173;x;
295;120;231;115;R120G231B115;x;
296;136;51;237;R136G51B237;x;
297;5;92;247;wp_barony_56;x;
298;138;58;83;wp_barony_70;x;
299;18;215;141;R18G215B141;x;
300;149;168;50;R149G168B50;x;
301;203;49;219;wp_barony_54;x;
302;100;234;116;R100G234B116;x;
303;123;103;200;R123G103B200;x;
304;91;74;221;R91G74B221;x;
305;42;134;146;R42G134B146;x;
306;8;203;19;R8G203B19;x;
307;46;173;38;limgrave_barony_40;x;
308;45;129;231;R45G129B231;x;
309;2;10;201;R2G10B201;x;
310;112;168;70;R112G168B70;x;
311;23;251;194;R23G251B194;x;
312;158;220;47;R158G220B47;x;
313;15;35;100;R15G35B100;x;
314;99;42;81;R99G42B81;x;
315;220;17;252;R220G17B252;x;
316;195;67;228;R195G67B228;x;
317;57;218;252;R57G218B252;x;
318;53;209;191;R53G209B191;x;
319;6;46;1;R6G46B1;x;
320;178;238;92;R178G238B92;x;
321;168;182;76;R168G182B76;x;
322;123;64;218;R123G64B218;x;
323;180;212;70;R180G212B70;x;
324;197;66;227;R197G66B227;x;
325;123;11;77;R123G11B77;x;
326;6;96;113;R6G96B113;x;
327;240;2;1;R240G2B1;x;
328;249;17;217;R249G17B217;x;
329;109;137;126;R109G137B126;x;
330;68;71;7;R68G71B7;x;
331;119;131;95;R119G131B95;x;
332;15;130;155;R15G130B155;x;
333;162;36;23;R162G36B23;x;
334;4;34;106;R4G34B106;x;
335;205;126;96;R205G126B96;x;
336;245;3;54;R245G3B54;x;
337;18;201;182;R18G201B182;x;
338;225;1;95;R225G1B95;x;
339;80;181;41;R80G181B41;x;
340;185;136;139;R185G136B139;x;
341;246;110;240;R246G110B240;x;
342;236;49;218;R236G49B218;x;
343;77;40;235;R77G40B235;x;
344;144;14;157;R144G14B157;x;
345;165;253;159;R165G253B159;x;
346;176;75;247;R176G75B247;x;
347;121;26;195;R121G26B195;x;
348;140;225;63;R140G225B63;x;
349;62;228;43;R62G228B43;x;
350;28;122;36;R28G122B36;x;
351;211;35;87;R211G35B87;x;
352;21;178;192;R21G178B192;x;
353;65;95;139;R65G95B139;x;
354;242;235;148;R242G235B148;x;
355;35;89;0;R35G89B0;x;
356;32;220;53;R32G220B53;x;
357;15;7;2;R15G7B2;x;
358;156;154;34;R156G154B34;x;
359;170;40;45;R170G40B45;x;
360;121;228;117;R121G228B117;x;
361;153;248;148;R153G248B148;x;
362;209;77;202;limgrave_barony_58;x;
363;92;172;185;R92G172B185;x;
364;175;72;85;R175G72B85;x;
365;146;229;142;R146G229B142;x;
366;186;211;35;R186G211B35;x;
367;134;152;86;R134G152B86;x;
368;215;227;154;R215G227B154;x;
369;220;42;81;R220G42B81;x;
370;182;231;155;limgrave_barony_33;x;
371;163;23;157;R163G23B157;x;
372;11;246;67;R11G246B67;x;
373;112;109;212;R112G109B212;x;
374;156;21;17;R156G21B17;x;
375;62;184;117;R62G184B117;x;
376;62;152;56;limgrave_barony_52;x;
377;188;19;227;R188G19B227;x;
378;115;223;228;R115G223B228;x;
379;114;116;178;R114G116B178;x;
380;69;9;76;R69G9B76;x;
381;143;20;135;R143G20B135;x;
382;27;251;179;limgrave_barony_83;x;
383;24;148;94;R24G148B94;x;
384;153;234;212;R153G234B212;x;
385;0;93;113;R0G93B113;x;
386;41;73;43;R41G73B43;x;
387;60;188;21;wp_barony_9;x;
388;109;244;199;R109G244B199;x;
389;91;60;5;R91G60B5;x;
390;190;145;140;R190G145B140;x;
391;223;44;147;R223G44B147;x;
392;171;245;95;R171G245B95;x;
393;0;149;206;R0G149B206;x;
394;29;179;74;R29G179B74;x;
395;215;69;48;R215G69B48;x;
396;15;113;189;R15G113B189;x;
397;218;82;20;R218G82B20;x;
398;23;33;128;R23G33B128;x;
399;35;150;9;R35G150B9;x;
400;253;165;92;R253G165B92;x;
401;104;149;4;R104G149B4;x;
402;42;227;181;R42G227B181;x;
403;152;100;232;R152G100B232;x;
404;199;137;48;R199G137B48;x;
405;138;155;199;R138G155B199;x;
406;107;45;204;R107G45B204;x;
407;234;72;154;R234G72B154;x;
408;48;79;174;R48G79B174;x;
409;91;58;226;R91G58B226;x;
410;108;181;184;R108G181B184;x;
411;88;0;47;R88G0B47;x;
412;175;86;76;R175G86B76;x;
413;189;157;119;limgrave_barony_87;x;
414;224;144;116;R224G144B116;x;
415;66;250;79;R66G250B79;x;
416;217;20;230;R217G20B230;x;
417;119;143;218;R119G143B218;x;
418;84;8;73;R84G8B73;x;
419;63;75;184;R63G75B184;x;
420;215;72;3;R215G72B3;x;
421;76;53;174;R76G53B174;x;
422;74;3;238;R74G3B238;x;
423;219;143;127;R219G143B127;x;
424;121;0;242;R121G0B242;x;
425;220;136;137;R220G136B137;x;
426;239;168;102;wp_barony_28;x;
427;63;253;77;R63G253B77;x;
428;250;183;123;R250G183B123;x;
429;128;224;74;R128G224B74;x;
430;208;1;234;R208G1B234;x;
431;17;39;137;R17G39B137;x;
432;35;110;6;R35G110B6;x;
433;63;171;145;wp_barony_27;x;
434;244;128;5;limgrave_barony_148;x;
435;245;145;234;R245G145B234;x;
436;142;158;115;R142G158B115;x;
437;239;18;205;R239G18B205;x;
438;219;91;85;R219G91B85;x;
439;169;220;224;R169G220B224;x;
440;247;5;45;R247G5B45;x;
441;201;14;67;R201G14B67;x;
442;55;111;178;R55G111B178;x;
443;152;131;65;R152G131B65;x;
444;33;64;144;R33G64B144;x;
445;153;72;223;R153G72B223;x;
446;198;17;74;lilland_2;x;
447;81;111;65;R81G111B65;x;
448;3;247;45;R3G247B45;x;
449;178;65;44;R178G65B44;x;
450;14;91;106;R14G91B106;x;
451;0;2;44;R0G2B44;x;
452;64;113;182;R64G113B182;x;
453;16;144;140;R16G144B140;x;
454;113;218;175;R113G218B175;x;
455;31;1;0;R31G1B0;x;
456;185;177;211;R185G177B211;x;
457;81;193;25;R81G193B25;x;
458;102;146;2;wp_barony_31;x;
459;94;6;81;R94G6B81;x;
460;191;176;236;R191G176B236;x;
461;169;16;213;R169G16B213;x;
462;154;15;75;R154G15B75;x;
463;11;129;177;R11G129B177;x;
464;191;198;7;R191G198B7;x;
465;240;190;173;wp_barony_57;x;
466;13;57;162;R13G57B162;x;
467;4;3;89;R4G3B89;x;
468;203;219;10;limgrave_barony_162;x;
469;206;239;96;R206G239B96;x;
470;240;110;149;R240G110B149;x;
471;196;37;70;R196G37B70;x;
472;45;228;155;R45G228B155;x;
473;85;144;92;R85G144B92;x;
474;199;228;143;R199G228B143;x;
475;46;220;58;R46G220B58;x;
476;158;195;1;R158G195B1;x;
477;188;71;21;R188G71B21;x;
478;171;19;224;R171G19B224;x;
479;176;169;200;R176G169B200;x;
480;202;50;38;R202G50B38;x;
481;199;246;148;R199G246B148;x;
482;148;37;245;R148G37B245;x;
483;53;4;190;R53G4B190;x;
484;164;11;125;limgrave_barony_128;x;
485;116;66;100;limgrave_barony_67;x;
486;12;153;211;R12G153B211;x;
487;247;54;159;R247G54B159;x;
488;253;213;227;R253G213B227;x;
489;135;169;170;R135G169B170;x;
490;18;160;250;R18G160B250;x;
491;33;10;20;R33G10B20;x;
492;28;82;59;R28G82B59;x;
493;166;37;244;R166G37B244;x;
494;58;40;164;R58G40B164;x;
495;120;4;39;wp_barony_3;x;
496;145;241;111;R145G241B111;x;
497;60;97;249;limgrave_barony_114;x;
498;249;7;182;limgrave_barony_57;x;
499;125;70;82;R125G70B82;x;
500;255;173;76;R255G173B76;x;
501;170;83;182;R170G83B182;x;
502;147;107;146;limgrave_barony_65;x;
503;183;56;101;limgrave_barony_25;x;
504;168;249;96;R168G249B96;x;
505;75;230;13;R75G230B13;x;
506;41;177;65;R41G177B65;x;
507;237;161;172;R237G161B172;x;
508;78;21;150;R78G21B150;x;
509;70;212;241;R70G212B241;x;
510;243;214;231;R243G214B231;x;
511;31;34;177;R31G34B177;x;
512;153;252;62;R153G252B62;x;
513;193;170;4;R193G170B4;x;
514;109;90;120;R109G90B120;x;
515;44;246;255;R44G246B255;x;
516;155;27;242;R155G27B242;x;
517;16;236;138;R16G236B138;x;
518;91;243;217;R91G243B217;x;
519;119;241;128;R119G241B128;x;
520;162;85;107;R162G85B107;x;
521;6;156;177;R6G156B177;x;
522;225;131;109;R225G131B109;x;
523;111;174;73;R111G174B73;x;
524;210;131;29;R210G131B29;x;
525;98;76;96;R98G76B96;x;
526;118;116;119;R118G116B119;x;
527;190;65;24;R190G65B24;x;
528;175;115;126;R175G115B126;x;
529;78;198;11;R78G198B11;x;
530;109;64;55;R109G64B55;x;
531;233;48;17;R233G48B17;x;
532;113;231;1;limgrave_barony_37;x;
533;123;17;222;R123G17B222;x;
534;232;197;36;R232G197B36;x;
535;16;228;151;wp_barony_44;x;
536;76;54;236;R76G54B236;x;
537;144;235;220;R144G235B220;x;
538;142;69;3;R142G69B3;x;
539;138;243;144;R138G243B144;x;
540;105;179;172;R105G179B172;x;
541;134;45;170;R134G45B170;x;
542;246;254;94;R246G254B94;x;
543;182;250;127;R182G250B127;x;
544;109;124;220;R109G124B220;x;
545;254;5;15;R254G5B15;x;
546;162;64;120;R162G64B120;x;
547;89;242;53;R89G242B53;x;
548;209;71;74;R209G71B74;x;
549;60;233;118;R60G233B118;x;
550;204;218;151;R204G218B151;x;
551;166;203;173;R166G203B173;x;
552;51;73;225;R51G73B225;x;
553;174;192;180;R174G192B180;x;
554;78;61;59;R78G61B59;x;
555;193;130;105;R193G130B105;x;
556;187;192;96;R187G192B96;x;
557;173;151;35;R173G151B35;x;
558;89;77;219;R89G77B219;x;
559;167;60;108;R167G60B108;x;
560;137;121;85;R137G121B85;x;
561;88;203;45;R88G203B45;x;
562;238;13;177;R238G13B177;x;
563;91;201;90;R91G201B90;x;
564;182;83;89;R182G83B89;x;
565;114;3;234;R114G3B234;x;
566;39;127;110;R39G127B110;x;
567;222;23;240;wp_barony_51;x;
568;77;160;237;R77G160B237;x;
569;254;120;87;R254G120B87;x;
570;16;8;86;R16G8B86;x;
571;192;131;124;R192G131B124;x;
572;123;176;179;R123G176B179;x;
573;151;232;39;limgrave_barony_49;x;
574;177;61;31;wp_barony_16;x;
575;70;32;184;R70G32B184;x;
576;92;229;27;R92G229B27;x;
577;11;103;63;R11G103B63;x;
578;234;106;224;R234G106B224;x;
579;165;240;213;R165G240B213;x;
580;14;12;84;R14G12B84;x;
581;25;252;82;R25G252B82;x;
582;20;170;8;R20G170B8;x;
583;16;116;149;R16G116B149;x;
584;246;245;22;R246G245B22;x;
585;37;255;185;R37G255B185;x;
586;236;232;42;R236G232B42;x;
587;109;211;80;R109G211B80;x;
588;121;186;57;R121G186B57;x;
589;190;86;79;R190G86B79;x;
590;156;223;158;R156G223B158;x;
591;16;174;94;R16G174B94;x;
592;183;245;229;R183G245B229;x;
593;197;253;163;R197G253B163;x;
594;183;139;225;R183G139B225;x;
595;79;91;68;R79G91B68;x;
596;54;36;206;R54G36B206;x;
597;221;122;89;limgrave_barony_136;x;
598;37;97;190;R37G97B190;x;
599;80;117;69;R80G117B69;x;
600;223;152;147;R223G152B147;x;
601;126;225;95;R126G225B95;x;
602;179;104;36;R179G104B36;x;
603;20;114;136;R20G114B136;x;
604;100;218;82;divinetower_caelid_2;x;
605;184;27;128;R184G27B128;x;
606;171;30;252;R171G30B252;x;
607;149;31;229;R149G31B229;x;
608;31;131;45;R31G131B45;x;
609;136;146;175;R136G146B175;x;
610;145;170;181;R145G170B181;x;
611;201;122;65;R201G122B65;x;
612;35;9;203;R35G9B203;x;
613;73;48;114;R73G48B114;x;
614;133;39;215;R133G39B215;x;
615;219;134;14;limgrave_barony_63;x;
616;75;153;123;R75G153B123;x;
617;162;28;217;R162G28B217;x;
618;156;8;163;wp_barony_67;x;
619;38;27;38;limgrave_barony_106;x;
620;168;66;100;limgrave_barony_129;x;
621;28;177;214;limgrave_barony_155;x;
622;31;123;19;R31G123B19;x;
623;241;255;249;R241G255B249;x;
624;124;0;88;R124G0B88;x;
625;238;142;54;R238G142B54;x;
626;107;150;51;R107G150B51;x;
627;8;53;59;R8G53B59;x;
628;148;171;81;R148G171B81;x;
629;46;202;144;limgrave_barony_167;x;
630;232;163;109;R232G163B109;x;
631;179;91;146;R179G91B146;x;
632;128;44;103;R128G44B103;x;
633;2;195;172;R2G195B172;x;
634;0;15;144;R0G15B144;x;
635;23;77;209;R23G77B209;x;
636;121;56;62;R121G56B62;x;
637;168;29;52;R168G29B52;x;
638;119;137;126;R119G137B126;x;
639;66;59;237;R66G59B237;x;
640;250;181;141;R250G181B141;x;
641;48;4;245;R48G4B245;x;
642;97;1;254;wp_barony_33;x;
643;79;181;219;R79G181B219;x;
644;245;58;170;R245G58B170;x;
645;136;129;95;R136G129B95;x;
646;66;52;68;R66G52B68;x;
647;95;150;210;R95G150B210;x;
648;76;237;51;R76G237B51;x;
649;133;90;64;R133G90B64;x;
650;251;38;247;R251G38B247;x;
651;164;110;51;R164G110B51;x;
652;158;221;92;R158G221B92;x;
653;188;138;27;limgrave_barony_156;x;
654;222;79;136;R222G79B136;x;
655;175;246;86;R175G246B86;x;
656;40;85;27;R40G85B27;x;
657;135;240;24;R135G240B24;x;
658;158;144;192;R158G144B192;x;
659;191;150;246;R191G150B246;x;
660;18;45;69;R18G45B69;x;
661;12;22;168;R12G22B168;x;
662;41;240;41;R41G240B41;x;
663;39;20;147;R39G20B147;x;
664;247;235;251;R247G235B251;x;
665;246;99;97;R246G99B97;x;
666;130;111;57;R130G111B57;x;
667;217;25;73;R217G25B73;x;
668;37;179;86;R37G179B86;x;
669;122;85;233;R122G85B233;x;
670;140;140;136;R140G140B136;x;
671;234;115;183;R234G115B183;x;
672;96;112;252;limgrave_barony_101;x;
673;103;117;21;R103G117B21;x;
674;78;218;7;R78G218B7;x;
675;65;151;211;R65G151B211;x;
676;8;245;205;R8G245B205;x;
677;78;155;105;R78G155B105;x;
678;205;229;151;R205G229B151;x;
679;73;101;69;R73G101B69;x;
680;253;234;251;R253G234B251;x;
681;82;21;36;R82G21B36;x;
682;202;76;167;limgrave_barony_22;x;
683;219;68;24;R219G68B24;x;
684;242;188;139;R242G188B139;x;
685;111;96;28;R111G96B28;x;
686;107;84;246;limgrave_barony_1;x;
687;56;35;199;R56G35B199;x;
688;234;200;31;R234G200B31;x;
689;51;28;67;R51G28B67;x;
690;29;102;47;R29G102B47;x;
691;4;2;202;limgrave_barony_44;x;
692;203;9;214;R203G9B214;x;
693;28;224;181;R28G224B181;x;
694;122;73;163;R122G73B163;x;
695;225;254;188;R225G254B188;x;
696;209;56;17;R209G56B17;x;
697;173;109;238;R173G109B238;x;
698;186;15;225;R186G15B225;x;
699;244;193;104;R244G193B104;x;
700;68;108;21;R68G108B21;x;
701;135;8;132;wp_barony_25;x;
702;194;133;35;R194G133B35;x;
703;198;171;225;R198G171B225;x;
704;40;142;39;R40G142B39;x;
705;234;74;174;R234G74B174;x;
706;22;232;225;R22G232B225;x;
707;11;191;102;R11G191B102;x;
708;180;223;135;R180G223B135;x;
709;77;62;115;R77G62B115;x;
710;177;80;87;R177G80B87;x;
711;164;220;189;R164G220B189;x;
712;136;175;139;R136G175B139;x;
713;14;82;155;R14G82B155;x;
714;121;137;177;wp_barony_42;x;
715;179;95;223;R179G95B223;x;
716;217;119;214;R217G119B214;x;
717;111;58;102;R111G58B102;x;
718;51;237;6;R51G237B6;x;
719;156;232;217;R156G232B217;x;
720;133;179;121;R133G179B121;x;
721;50;21;53;R50G21B53;x;
722;107;12;128;R107G12B128;x;
723;24;66;23;R24G66B23;x;
724;1;209;138;R1G209B138;x;
725;177;70;230;R177G70B230;x;
726;57;149;213;R57G149B213;x;
727;139;81;164;R139G81B164;x;
728;216;245;160;R216G245B160;x;
729;93;59;124;R93G59B124;x;
730;220;131;86;R220G131B86;x;
731;123;56;133;R123G56B133;x;
732;208;49;63;R208G49B63;x;
733;196;96;22;R196G96B22;x;
734;34;182;25;R34G182B25;x;
735;104;140;219;R104G140B219;x;
736;171;59;133;R171G59B133;x;
737;32;199;197;R32G199B197;x;
738;59;24;200;divinetower_liurnia_3;x;
739;131;54;56;R131G54B56;x;
740;41;237;34;R41G237B34;x;
741;114;148;204;R114G148B204;x;
742;65;142;13;R65G142B13;x;
743;124;44;205;limgrave_barony_76;x;
744;220;187;187;wp_barony_13;x;
745;139;78;142;R139G78B142;x;
746;204;224;85;R204G224B85;x;
747;22;233;4;R22G233B4;x;
748;220;78;228;R220G78B228;x;
749;197;82;234;R197G82B234;x;
750;54;183;236;R54G183B236;x;
751;86;120;190;R86G120B190;x;
752;144;88;24;R144G88B24;x;
753;55;7;41;R55G7B41;x;
754;245;74;54;limgrave_barony_41;x;
755;152;58;182;R152G58B182;x;
756;20;59;16;R20G59B16;x;
757;97;209;136;R97G209B136;x;
758;43;134;151;R43G134B151;x;
759;51;185;131;R51G185B131;x;
760;50;244;67;R50G244B67;x;
761;242;70;23;R242G70B23;x;
762;54;235;178;R54G235B178;x;
763;242;209;198;R242G209B198;x;
764;208;100;59;R208G100B59;x;
765;204;249;205;R204G249B205;x;
766;166;254;113;R166G254B113;x;
